"","X.7","X.6","X.5","X.4","X.3","X.2","X.1","X","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","individualCount","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","coordinatePrecision","stateProvince","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country","identifier","eventID","associatedReferences","datasetName","locality","county","collectionCode","gbifID","occurrenceID","recordedBy","catalogNumber","vernacularName","institutionCode","occurrenceRemarks","name","modified","dateIdentified","coordinateUncertaintyInMeters","references","rightsHolder","verbatimEventDate","verbatimLocality","taxonID","http...unknown.org.occurrenceDetails","rights","eventTime","identificationID","informationWithheld","infraspecificEpithet","elevation","elevationAccuracy","municipality","fieldNotes","sex","dynamicProperties","occurrenceStatus","locationID","behavior","locationAccordingTo","identifiedBy","continent","nomenclaturalCode","identificationVerificationStatus","language","type","samplingProtocol","datasetID","accessRights","taxonConceptID","endDayOfYear","startDayOfYear","higherClassification","lifeStage","originalNameUsage","habitat","footprintWKT","http...unknown.org.recordedByOrcid","institutionID","ownerInstitutionCode","depth","depthAccuracy","waterBody","nameAccordingTo","georeferenceSources","higherGeography","eventRemarks","reproductiveCondition","organismQuantity","georeferenceRemarks","organismQuantityType","acceptedNameUsageID","X.1f2c0cbe.40df.43f6.ba07.e76133e78c31.","preparations","georeferencedDate","georeferencedBy","georeferenceProtocol","georeferenceVerificationStatus","verbatimCoordinateSystem","otherCatalogNumbers","organismID","previousIdentifications","identificationQualifier","locationRemarks","establishmentMeans","dataGeneralizations","identificationRemarks","recordNumber","taxonRemarks","collectionID","disposition","bibliographicCitation"
"15",15,15,15,15,15,15,15,15,1990505502,"Vulpes vulpes (Linnaeus, 1758)",44.95003,7.700848,"gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","none","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2019-07-08T16:18:33.618+0000","2019-03-19T21:00:10.453+0000",171,"none","HUMAN_OBSERVATION",NA,5219243,1,44,359,732,9701,5219234,5219243,5219243,"Vulpes vulpes (Linnaeus, 1758)","Animalia","Chordata","Carnivora","Canidae","Vulpes","Vulpes vulpes","Vulpes","vulpes","SPECIES","ACCEPTED",NA,"Piemonte",2019,1,15,"2019-01-15T00:00:00","2019-03-19T21:06:23.520+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Mammalia","IT","Italy","19657038",NA,NA,"iNaturalist research-grade observations",NA,NA,"Observations",1990505502,"https://www.inaturalist.org/observations/19657038","fabnobili","19657038",NA,"iNaturalist",NA,"Vulpes vulpes (Linnaeus, 1758)","2019-02-01T17:48:05.000+0000","2019-01-15T15:31:54",94,"https://www.inaturalist.org/observations/19657038","fabnobili","2019-01-15","Torino, Piemonte, IT","42069","https://www.inaturalist.org/observations/19657038","© fabnobili some rights reserved",NA,"43237744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,16,16,16,16,16,16,16,1990506683,"Canis latrans Say, 1823",37.744269,-122.411336,"gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","none","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2019-07-08T16:18:33.197+0000","2019-03-19T21:00:11.885+0000",171,"none","HUMAN_OBSERVATION",NA,5219153,1,44,359,732,9701,5219142,5219153,5219153,"Canis latrans Say, 1823","Animalia","Chordata","Carnivora","Canidae","Canis","Canis latrans","Canis","latrans","SPECIES","ACCEPTED",NA,"California",2019,1,12,"2019-01-12T07:30:00","2019-03-19T21:06:25.815+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Mammalia","US","United States of America","19660334",NA,NA,"iNaturalist research-grade observations",NA,NA,"Observations",1990506683,"https://www.inaturalist.org/observations/19660334","dmailey","19660334",NA,"iNaturalist","Coyote came to my back deck.","Canis latrans Say, 1823","2019-01-26T19:15:05.000+0000","2019-01-15T19:03:43",277,"https://www.inaturalist.org/observations/19660334","dmailey","2019-01-12, 07:30 am","Ripley St, San Francisco, CA 94110, USA","42051","https://www.inaturalist.org/observations/19660334","© dmailey some rights reserved","15:30:00Z","43249417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,17,17,17,17,17,17,17,1990507198,"Odocoileus hemionus (Rafinesque, 1817)",45.215037,-112.602495,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","none","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2019-07-08T16:18:33.843+0000","2019-03-19T21:00:12.204+0000",171,"none","HUMAN_OBSERVATION",NA,2440974,1,44,359,731,5298,2440964,2440974,2440974,"Odocoileus hemionus (Rafinesque, 1817)","Animalia","Chordata","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus","Odocoileus","hemionus","SPECIES","ACCEPTED",NA,"Montana",2019,1,15,"2019-01-15T13:03:02","2019-03-19T21:06:26.270+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Mammalia","US","United States of America","19661400",NA,NA,"iNaturalist research-grade observations",NA,NA,"Observations",1990507198,"https://www.inaturalist.org/observations/19661400","loganmiller555","19661400",NA,"iNaturalist",NA,"Odocoileus hemionus (Rafinesque, 1817)","2019-01-18T21:40:10.000+0000","2019-01-15T20:05:33",208,"https://www.inaturalist.org/observations/19661400","loganmiller555","Tue Jan 15 2019 13:03:02 GMT-0700 (MST)","Beaverhead County, US-MT, US","42220","https://www.inaturalist.org/observations/19661400","© loganmiller555 some rights reserved","20:03:02Z","43252642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,18,18,18,18,18,18,18,1990511870,"Dama dama (Linnaeus, 1758)",52.764029,-2.036215,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","none","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2019-07-08T16:18:34.980+0000","2019-03-19T21:00:16.465+0000",171,"none","HUMAN_OBSERVATION",NA,5220136,1,44,359,731,5298,8397832,5220136,5220136,"Dama dama (Linnaeus, 1758)","Animalia","Chordata","Artiodactyla","Cervidae","Dama","Dama dama","Dama","dama","SPECIES","ACCEPTED",NA,"England",2019,1,16,"2019-01-16T11:10:07","2019-03-19T21:06:36.478+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Mammalia","GB","United Kingdom","19672990",NA,NA,"iNaturalist research-grade observations",NA,NA,"Observations",1990511870,"https://www.inaturalist.org/observations/19672990","sebski","19672990",NA,"iNaturalist",NA,"Dama dama (Linnaeus, 1758)","2019-01-18T20:24:34.000+0000","2019-01-16T11:10:18",11,"https://www.inaturalist.org/observations/19672990","sebski","2019-01-16 11:10:07 am GMT","Chase Rd Brocton, Brocton, Rugeley WS15 2UA, UK","42161","https://www.inaturalist.org/observations/19672990","© sebski some rights reserved","11:10:07Z","43289591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,19,19,19,19,19,19,19,1990513351,"Odocoileus hemionus (Rafinesque, 1817)",45.151058,-112.623138,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","none","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2019-07-08T16:18:35.060+0000","2019-03-19T21:00:17.797+0000",171,"none","HUMAN_OBSERVATION",NA,2440974,1,44,359,731,5298,2440964,2440974,2440974,"Odocoileus hemionus (Rafinesque, 1817)","Animalia","Chordata","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus","Odocoileus","hemionus","SPECIES","ACCEPTED",NA,"Montana",2019,1,16,"2019-01-16T10:49:00","2019-03-19T21:06:39.434+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Mammalia","US","United States of America","19677355",NA,NA,"iNaturalist research-grade observations",NA,NA,"Observations",1990513351,"https://www.inaturalist.org/observations/19677355","wildwest826","19677355",NA,"iNaturalist","A mule deer 3x3 buck standing by a brown wooden fence in a field looking for some fresh grass to eat","Odocoileus hemionus (Rafinesque, 1817)","2019-01-18T18:49:47.000+0000","2019-01-17T01:52:11",8,"https://www.inaturalist.org/observations/19677355","wildwest826","2019-01-16 10:49:00 AM MST","5200 Blacktail Rd, Dillon, MT 59725, USA","42220","https://www.inaturalist.org/observations/19677355","© wildwest826 some rights reserved","17:49:00Z","43328399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,20,20,20,20,20,20,20,1990514115,"Sciurus vulgaris Linnaeus, 1758",45.48921,12.22605,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","none","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2019-07-08T16:18:35.779+0000","2019-03-19T21:00:18.322+0000",171,"none","HUMAN_OBSERVATION",NA,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",NA,"Veneto",2019,1,16,"2019-01-16T11:10:00","2019-03-19T21:06:40.743+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Mammalia","IT","Italy","19679549",NA,NA,"iNaturalist research-grade observations",NA,NA,"Observations",1990514115,"https://www.inaturalist.org/observations/19679549","m42","19679549",NA,"iNaturalist","Scoiattolo al parco Piraghetto a Mestre","Sciurus vulgaris Linnaeus, 1758","2019-01-17T19:24:41.000+0000","2019-01-16T20:25:50",15,"https://www.inaturalist.org/observations/19679549","m42","2019/01/16 11:10 AM CET","Venezia Mestre, Venezia VE, Italia","46001","https://www.inaturalist.org/observations/19679549","By m42 no rights reserved","10:10:00Z","43311539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",21,21,21,21,21,21,21,21,1990517583,"Arctocephalus forsteri (Lesson, 1828)",-41.236,174.244475,"gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","none","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2019-07-08T16:18:36.873+0000","2019-03-19T21:00:21.362+0000",171,"none","HUMAN_OBSERVATION",NA,2433474,1,44,359,732,5309,2433469,2433474,2433474,"Arctocephalus forsteri (Lesson, 1828)","Animalia","Chordata","Carnivora","Otariidae","Arctocephalus","Arctocephalus forsteri","Arctocephalus","forsteri","SPECIES","ACCEPTED",NA,"Marlborough",2019,1,14,"2019-01-14T16:06:00","2019-03-19T21:06:48.739+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Mammalia","NZ","New Zealand","19688447",NA,NA,"iNaturalist research-grade observations",NA,NA,"Observations",1990517583,"https://www.inaturalist.org/observations/19688447","Lisa Bennett","19688447",NA,"iNaturalist","Fat and happy inside the first net of a salmon farm.","Arctocephalus forsteri (Lesson, 1828)","2019-01-17T07:48:02.000+0000","2019-01-17T06:08:19",5,"https://www.inaturalist.org/observations/19688447","Lisa Bennett","2019/01/14 4:06 PM NZDT","Marlborough, Marlborough, New Zealand","41752","https://www.inaturalist.org/observations/19688447","© Lisa Bennett some rights reserved","03:06:00Z","43340469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",22,22,22,22,22,22,22,22,1990518302,"Nyctereutes procyonoides (Gray, 1834)",35.610279,126.64917,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","none","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2019-07-08T16:18:36.064+0000","2019-03-19T21:00:22.017+0000",171,"none","HUMAN_OBSERVATION",NA,2434552,1,44,359,732,9701,2434551,2434552,2434552,"Nyctereutes procyonoides (Gray, 1834)","Animalia","Chordata","Carnivora","Canidae","Nyctereutes","Nyctereutes procyonoides","Nyctereutes","procyonoides","SPECIES","ACCEPTED",NA,"Jeollabuk-do",2019,1,17,"2019-01-17T15:57:52","2019-03-19T21:06:50.222+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Mammalia","KR","Korea, Republic of","19690311",NA,NA,"iNaturalist research-grade observations",NA,NA,"Observations",1990518302,"https://www.inaturalist.org/observations/19690311","Amaël Borzée","19690311",NA,"iNaturalist",NA,"Nyctereutes procyonoides (Gray, 1834)","2019-01-23T23:45:34.000+0000","2019-01-17T09:49:01",NA,"https://www.inaturalist.org/observations/19690311","Amaël Borzée","2019-01-17 3:57:52 pm GMT+09:00","14-1 Sinbok-ri, Boan-myeon, Buan, Jeollabuk-do, South Korea","42099","https://www.inaturalist.org/observations/19690311","© Amaël Borzée some rights reserved","06:57:52Z","43346625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,23,23,23,23,23,23,23,1990519794,"Sciurus vulgaris Linnaeus, 1758",45.484602,12.219418,"gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","none","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2019-07-08T16:18:36.865+0000","2019-03-19T21:00:23.394+0000",171,"none","HUMAN_OBSERVATION",NA,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",NA,"Veneto",2019,1,17,"2019-01-17T00:00:00","2019-03-19T21:06:54.062+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Mammalia","IT","Italy","19694701",NA,NA,"iNaturalist research-grade observations",NA,NA,"Observations",1990519794,"https://www.inaturalist.org/observations/19694701","m42","19694701",NA,"iNaturalist","Scoiattolo Comune","Sciurus vulgaris Linnaeus, 1758","2019-01-22T10:16:30.000+0000","2019-01-17T17:36:27",NA,"https://www.inaturalist.org/observations/19694701","m42","2019-01-17","Venezia, Veneto, IT","46001","https://www.inaturalist.org/observations/19694701","By m42 no rights reserved",NA,"43363272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,24,24,24,24,24,24,24,1990522510,"Tamiasciurus hudsonicus (Erxleben, 1777)",32.952406,-105.746815,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","none","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2019-07-08T16:18:37.427+0000","2019-03-19T21:00:25.539+0000",171,"none","HUMAN_OBSERVATION",NA,2437282,1,44,359,1459,9456,2437279,2437282,2437282,"Tamiasciurus hudsonicus (Erxleben, 1777)","Animalia","Chordata","Rodentia","Sciuridae","Tamiasciurus","Tamiasciurus hudsonicus","Tamiasciurus","hudsonicus","SPECIES","ACCEPTED",NA,"New Mexico",2019,1,17,"2019-01-17T09:27:27","2019-03-19T21:07:00.102+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Mammalia","US","United States of America","19702990",NA,NA,"iNaturalist research-grade observations",NA,NA,"Observations",1990522510,"https://www.inaturalist.org/observations/19702990","CK Kelly","19702990",NA,"iNaturalist",NA,"Tamiasciurus hudsonicus (Erxleben, 1777)","2019-01-20T21:54:57.000+0000","2019-01-18T00:58:45",23,"https://www.inaturalist.org/observations/19702990","CK Kelly","Thu Jan 17 2019 09:27:27 GMT-0700 (MST)","Lincoln National Forest, Cloudcroft, NM, US","46260","https://www.inaturalist.org/observations/19702990","© CK Kelly some rights reserved","16:27:27Z","43383556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,25,25,25,25,25,25,25,1990528927,"Atelerix algirus (Lereboullet, 1842)",27.789589,-15.709657,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","none","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2019-07-08T16:18:38.554+0000","2019-03-19T21:00:31.025+0000",171,"none","HUMAN_OBSERVATION",NA,2437136,1,44,359,829,5722,2437131,2437136,2437136,"Atelerix algirus (Lereboullet, 1842)","Animalia","Chordata","Erinaceomorpha","Erinaceidae","Atelerix","Atelerix algirus","Atelerix","algirus","SPECIES","ACCEPTED",NA,"Islas Canarias",2019,1,13,"2019-01-13T18:25:37","2019-03-19T21:07:17.193+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Mammalia","ES","Spain","19719920",NA,NA,"iNaturalist research-grade observations",NA,NA,"Observations",1990528927,"https://www.inaturalist.org/observations/19719920","kurten","19719920",NA,"iNaturalist",NA,"Atelerix algirus (Lereboullet, 1842)","2019-01-19T00:51:40.000+0000","2019-01-19T00:40:39",45,"https://www.inaturalist.org/observations/19719920","kurten","Sun Jan 13 2019 18:25:37 GMT+0000 (GMT)","Avenida de las Palmeras, 2-A–2-B, Mogán, Canary Islands, ES","43059","https://www.inaturalist.org/observations/19719920","© kurten some rights reserved","18:25:37Z","43434205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",26,26,26,26,26,26,26,26,1990530123,"Cervus canadensis Erxleben, 1777",41.226179,-124.087041,"gass84,txmathi","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","none","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2019-07-08T16:18:39.185+0000","2019-03-19T21:00:32.069+0000",171,"none","HUMAN_OBSERVATION",NA,8600904,1,44,359,731,5298,2440948,2440958,4262380,"Cervus elaphus canadensis Erxleben, 1777","Animalia","Chordata","Artiodactyla","Cervidae","Cervus","Cervus elaphus","Cervus","canadensis","SPECIES","SYNONYM",NA,"California",2019,1,18,"2019-01-18T17:05:00","2019-03-19T21:07:19.248+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Mammalia","US","United States of America","19722796",NA,NA,"iNaturalist research-grade observations",NA,NA,"Observations",1990530123,"https://www.inaturalist.org/observations/19722796","Barbara L. Wilson","19722796",NA,"iNaturalist","Very tame. The herd grazed on both sides of Highway 101, undisturbed by passing (or even stopping) traffic.","Cervus canadensis Erxleben, 1777","2019-02-01T20:06:24.000+0000","2019-01-19T03:32:23",50,"https://www.inaturalist.org/observations/19722796","Barbara L. Wilson","2019/01/18 5:05 PM PST","Humboldt County, CA, USA","566550","https://www.inaturalist.org/observations/19722796","© Barbara L. Wilson some rights reserved","01:05:00Z","43443212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",27,27,27,27,27,27,27,27,1990531516,"Sylvilagus bachmani (Waterhouse, 1839)",34.406079,-119.844912,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","none","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2019-07-08T16:18:39.561+0000","2019-03-19T21:00:33.487+0000",171,"none","HUMAN_OBSERVATION",NA,2436846,1,44,359,785,9379,2436839,2436846,2436846,"Sylvilagus bachmani (Waterhouse, 1839)","Animalia","Chordata","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus bachmani","Sylvilagus","bachmani","SPECIES","ACCEPTED",NA,"California",2019,1,17,"2019-01-17T16:44:53","2019-03-19T21:07:22.622+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Mammalia","US","United States of America","19726368",NA,NA,"iNaturalist research-grade observations",NA,NA,"Observations",1990531516,"https://www.inaturalist.org/observations/19726368","kelptaylor","19726368",NA,"iNaturalist",NA,"Sylvilagus bachmani (Waterhouse, 1839)","2019-01-20T09:43:42.000+0000","2019-01-19T18:47:22",5,"https://www.inaturalist.org/observations/19726368","kelptaylor","Thu Jan 17 2019 16:44:53 GMT-0800 (PST)","Universidad de California, Santa Bárbara, Goleta, CA, US","43112","https://www.inaturalist.org/observations/19726368","© kelptaylor some rights reserved","00:44:53Z","43479535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",28,28,28,28,28,28,28,28,1990535937,"Odocoileus hemionus (Rafinesque, 1817)",38.618076,-121.308714,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","none","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2019-07-08T16:18:40.485+0000","2019-03-19T21:00:37.607+0000",171,"none","HUMAN_OBSERVATION",NA,2440974,1,44,359,731,5298,2440964,2440974,2440974,"Odocoileus hemionus (Rafinesque, 1817)","Animalia","Chordata","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus","Odocoileus","hemionus","SPECIES","ACCEPTED",NA,"California",2019,1,19,"2019-01-19T08:26:00","2019-03-19T21:07:31.070+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Mammalia","US","United States of America","19736699",NA,NA,"iNaturalist research-grade observations",NA,NA,"Observations",1990535937,"https://www.inaturalist.org/observations/19736699","Matt K","19736699",NA,"iNaturalist","Effie Yeaw Nature Center","Odocoileus hemionus (Rafinesque, 1817)","2019-01-20T21:50:51.000+0000","2019-01-19T20:43:28",263,"https://www.inaturalist.org/observations/19736699","Matt K","2019-01-19 8:26:00 AM PST","6641 Palm Dr, Carmichael, CA 95608, USA","42220","https://www.inaturalist.org/observations/19736699","© Matt K some rights reserved","16:26:00Z","43485462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
